,speech_id_long,speech_content,polarizing
925,19_121_11004452_0_p,"Die Herausforderungen könnten sich eher verschärfen, denn Berlin nimmt jedes Jahr mindestens 40.000 neue Bewohner auf. Es ist für mich unverständlich, wie man unter diesen Bedingungen mehr Wohnraum bereitstellen möchte, während gleichzeitig Diskussionen geführt werden, die Bauinvestitionen ausbremsen. Diese Vorgehensweise halte ich für äußerst unvorsichtig.",0
926,19_184_11000365_3,"Es ist ideologisch verbohrt und kurzsichtig, dass eine Reform des Stabilitäts- und Wachstumspakts in eine Ratsarbeitsgruppe und damit auf die lange Bank geschoben wird, statt offensiv die Schuldenregeln zu überarbeiten. Die Schuldenbremse war Gift, ist Gift und bleibt Gift für jegliche wirtschaftliche Belebung.",1
927,17_80_0_nan_p,"Mir erscheinen zwei bildungspolitische Strategien als besonders wichtig, und es freut mich, dass in der heutigen Debatte darüber Einigkeit herrscht. In der Vergangenheit, als wir in der KMK die grundlegenden Prinzipien festgelegt haben, waren diese Ansätze äußerst kontrovers. Es erforderte erhebliche Anstrengungen, um die skeptischen konservativen Mitglieder zu überzeugen.",0
928,19_124_11003440_5_p,"Auf Wunsch der genannten Fraktionen, Verbände und einiger Bundesländer haben wir die Maßnahme initiiert, dass Personen, die Gewalt erfahren haben, schon früher Zugang zu den Dienstleistungen der Traumaambulanzen, nämlich ab dem Jahr 2021, bekommen. Dafür möchten wir uns ebenfalls bedanken.",0
929,20_17_11004395_6_p,"Die Abschaffung des § 219a stellt ein bedeutendes frauenpolitisches Zeichen dar. Dennoch bleibt das Problem der unzureichenden Versorgungssituation bei Schwangerschaftsabbrüchen in Deutschland bestehen. Es ist unsere Aufgabe auf Bundes- und Länderebene, diese Versorgung sicherzustellen, geschätzte Kolleginnen und Kollegen.",0
930,19_128_11003746_4_p,"Seit wann agiert die Bundeswehr als Erfüllungsgehilfe für die Gewinnmaximierung von Exxon Mobil? Der Einsatz Ihrer vermeintlichen Verbündeten ist nichts anderes als eine gefährliche Wiederbelebung des Imperialismus aus dem 19. Jahrhundert. Aus meiner Sicht ist es verhängnisvoll, sich daran zu beteiligen.",1
931,20_150_11005157_3_p,"Walser bezeichnete das Projekt des Denkmals unverblümt als einen riesigen Horrorszenario mitten im Zentrum unserer Hauptstadt. Sind Ihnen diese Aussagen geläufig, oder reden Sie absichtlich solchen Quatsch, während Sie auf Björn Höcke einreden?",1
932,18_41_11004070_18_p,"Verehrte Frau Präsidentin, geschätzte Kolleginnen und Kollegen, in der deutschen Landwirtschaft stehen wir derzeit vor einer Reihe von Herausforderungen. Diese umfassen Aspekte wie intensive Tierhaltungspraktiken, den Anbau von Monokulturen und die Nutzung gentechnisch modifizierten Saatguts.",0
933,19_158_11004796_1_p,"Es erscheint mir bemerkenswert, meine Damen und Herren, dass autoritäre Tendenzen in der Diskussion über die Versammlungsfreiheit und die Maßnahmen zur Eindämmung der Pandemie zu beobachten sind. Manchmal wird Unmut darüber geäußert, dass Debatten über mögliche Lockerungen geführt werden. Zudem erfahren Befürworter von Öffnungsstrategien gelegentlich abwertende Kritik.",0
934,20_78_11005166_1,"Das BMZ nutzt jede Möglichkeit, unangenehme Tatsachen als Verschlusssache einzustufen, damit diese Informationen nicht an die Öffentlichkeit geraten, beispielsweise die Liste der gescheiterten Projekte. Haben Sie Angst vor der kritischen Öffentlichkeit, und werden Sie diese sehr eingeschränkte Informationspolitik gegenüber dem Parlament fortführen?",1
935,19_45_11004897_5,"Zum Schluss: Sorgen Sie dafür, dass es nicht bei diesen Sonntagsreden bleibt! Menschen ertrinken vor Ihren Augen, und Sie schalten auf „Parole Populismus“. Aber nicht mit uns Linken, meine Damen und Herren! Vielen Dank.",1
936,19_102_11004427_1_p,"Es ist unser Ziel, dass die Aufklärung schwerwiegender Verbrechen nicht dem Zufall überlassen bleibt. Derzeit ist es ungewiss, ob Daten verfügbar sind oder fehlen. In Bereichen wie Terrorismus, Menschenhandel, Drogenhandel und Kinderpornografie möchten wir uns dieser Unsicherheit nicht aussetzen.",0
937,17_122_11003790_1_p,"Nur durch den Blick auf das große Ganze wird klar, dass wir uns weiterhin in Richtung eines Staates bewegen, der durch vorbeugende Überwachung geprägt ist. Der Haushaltsposten 06 unterstützt diesen Kurs - ob dies nun am Einfluss der FDP liegt oder nicht, bleibt ungewiss. Deshalb machen wir schon jetzt deutlich: Wir werden diesen Haushalt entschieden zurückweisen.",1
938,20_113_11003638_4,"Stattdessen fantasiert der Bundeskanzler vom Wirtschaftswunder. Andere reden von einer technischen Rezession. Vielleicht schauen Sie sich einfach mal die Realität im Land an, das, was gerade passiert: jeden Tag Standortentscheidungen gegen Deutschland.",1
939,19_143_11002672_2_p,"Laut einer weit verbreiteten Umfrage von Allensbach aus Juni 2018 stimmten 55 Prozent der AfD-Anhänger der Behauptung zu, dass Juden weltweit zu großen Einfluss haben. Unter den Unterstützern anderer politischer Parteien lag dieser Anteil zwischen 16 und 20 Prozent.",0
940,17_20_11004055_4_p,"Die Höhe der Gesundheitsprämie bleibt für alle Versicherten vorerst identisch, da der Aufwand für die Entfernung eines Blinddarms bei einem Direktor nicht höher ist als bei einer Reinigungskraft. Jedoch wird die Reinigungskraft in der Zahlung durch staatliche Zuschüsse unterstützt, die einen Teil der Prämie übernehmen, im Unterschied zu ihrem Vorgesetzten, der die Kosten vollständig selbst tragen muss.",0
941,19_190_11004776_5_p,"Unser Ansatz berücksichtigt verschiedene mögliche Entwicklungen der Pandemie und definiert klare gesundheitspolitische Zielmarken. Wir fordern nicht nur Transparenz über die Absichten der Bundeskanzlerin in den Verhandlungen mit den Bundesländern; wir verlangen auch Mitsprache. Es ist unsere Pflicht, meine Damen und Herren, aktiv in den Entscheidungsprozess einzugreifen, anstatt passiv vor den Bildschirmen zu sitzen, während umfassende Maßnahmen und Einschränkungen der Grundrechte unter Ausschluss des Parlaments beschlossen werden.",1
942,19_126_11004763_1_p,"Ich gehe nach wie vor davon aus, dass der Minister solche Vorschläge nicht ohne fundiertes Wissen macht, insbesondere in Bezug auf sein eigenes Ministerium. Vor diesem Hintergrund möchte ich Sie fragen, welche Positionen Sie gegenwärtig innerhalb Ihres Ministeriums als nicht notwendig erachten, unabhängig davon, wie diese verfassungsrechtlich besetzt werden.",0
943,19_86_11004188_2,"Das wäre ein erster Schritt, um die Anerkennungskultur stärker in den Mittelpunkt zu stellen. Engagement muss man sich leisten können. Deshalb ist es notwendig, dass endlich die Anrechnung des Taschengeldes auf Sozialleistungen abgeschafft wird.",0
944,17_94_11004023_0,"Sehr geehrter Herr Präsident! Meine lieben Kolleginnen und Kollegen! Wir beschäftigen uns in der Tat wieder mit einem wichtigen gesellschaftspolitischen Thema. Hier im Plenum eint uns alle natürlich das Ziel, dass Frauen die gleichen Karrierechancen haben wie Männer.",0
945,20_125_11004926_3_p,"Aus unserer Sicht war die vorübergehende Unterbrechung bei der Aufnahme von Spätaussiedlern ein humanitäres Versäumnis. Als Union haben wir dieses Thema seit Beginn im Bundestag angesprochen und stets eine zügige Änderung gefordert. Ich möchte auch betonen: Unsere Vorstellung von Effizienz in Deutschland sieht anders aus. Zwei Paragraphen in einem Gesetz zu überarbeiten, sollte nicht eineinhalb Jahre dauern, auch wenn wir in Bezug auf das Endziel sicherlich einer Meinung sind, Frau Bundesbeauftragte.",0
946,19_170_11004114_0,"Frau Präsidentin! Meine Damen und Herren! Herr Kollege Hocker, Ihr Parteifreund Jan Mücke, der früher hier im Bundestag und Staatssekretär war, ist heute ja Geschäftsführer des Deutschen Zigarettenverbandes, und ich muss sagen: Man könnte den Eindruck gewinnen, er hätte Ihre Rede geschrieben.",1
947,19_180_11004186_1_p,"Es ist unverantwortlich und schockierend, dass Minister Spahn mit einem einfachen Spruch behauptet, Krankenkassen seien keine Sparkassen, und dadurch die Last der Corona-Kosten den Beitragszahlern aufbürdet. Die Allgemeinheit sollte diese Ausgaben tragen, wobei die finanziell Stärkeren, die Reichen und Wohlhabenden, einen größeren Anteil zahlen sollten als die weniger Begüterten.",1
948,18_225_11004449_2,"Richtig ist aber auch: Die grundsätzlichen Mängel an diesem Gesetz werden mit dieser Gesetzesnovelle nicht beseitigt. Wer den jahrzehntelangen Großkonflikt um die Atomenergie und die hochradioaktiven Hinterlassenschaften beenden will, der muss aus der Vergangenheit Konsequenzen ziehen, um verlorengegangenes Vertrauen zurückzugewinnen .",0
949,17_130_11003823_1_p,"Gerade für Personen, die am Beginn ihrer Karriere stehen, ist ein zeitlich begrenztes Arbeitsverhältnis heutzutage eher die Norm als die Ausnahme. Dabei möchte ich klarstellen, dass eine befristete Anstellung durchaus eine bessere Option als Arbeitslosigkeit sein kann.",0
950,17_40_11003450_7_p,"Sehr geehrter Kollege Jung, obwohl ich normalerweise Ihre Beiträge und Ihren Stil sehr schätze, haben Sie heute Neuland betreten. Anstatt Ihren üblichen faktenbasierten Vortrag zu liefern oder die Vielfalt der möglichen Standpunkte zu präsentieren, haben Sie an zwei Punkten dazu angesetzt, die Zuhörerschaft hinters Licht zu führen.",1
951,20_144_11004682_20,"und Sie machen die Menschen damit jeden Tag ein Stück ärmer. Und wenn es die arbeitende Mitte dann trotzdem schafft, Geld zu sparen, Eigentum zu schaffen, dann nehmen Sie das Geld spätestens im Erbfall wieder weg,",1
952,18_190_11004265_8,"und ich denke, wir haben das getan, indem wir die Länder und Kommunen entlastet haben . Wir sollten aber nicht so tun, als wäre ganz Deutschland in Armut verfallen . Ich weise noch einmal darauf hin, dass wir in Deutschland eine verdammt gute Konjunktur haben",0
953,20_85_11004959_12_p,"Es ist notwendig, dass wir umsichtig vorgehen. In der Politik geht es stets darum, verschiedene Interessen ins Gleichgewicht zu bringen. Diese Herausforderung besteht sowohl in Berlin als auch in meiner Heimatstadt Hamburg und letztendlich in ganz Deutschland.",0
954,18_23_11002625_1_p,"Wieso werden Mütter und Väter gezwungen, monatelang tatenlos zu zusehen, während sie längst im Alltag für ihre Kinder sorgen? Hier steht nicht das Wohl der Kleinen im Zentrum. Es geht um Selbstdarstellung und emotionale Überzeugungen, um eine unverhohlene Anpassung an die konservativen Ecken Ihrer Partei und die Ansichten der AfD.",1
955,19_87_11004786_6,"Das bedeutet doch, dass wir uns damit auseinandersetzen müssen. Wenn ich das ernst nehme, muss ich in die Diskussion einsteigen und erklären, warum „Wünsch dir was“ im Klimaschutz nicht funktioniert.",0
956,17_148_11004081_4,"Wenn das, was Sie bisher informell erfahren haben, denn tatsächlich so umgesetzt werden sollte - wir gehen einmal davon aus -: Wäre dann ein Kraftwerksförderprogramm, so wie es die Bundesregierung bisher angedacht hat, vorstellbar?",0
957,20_155_11005011_2,"Wir hätten am Mittwochabend im Vermittlungsausschuss einstimmig abschließen können. Das konnten wir aber nicht, weil eine Person sich dafür entschieden hat, alles zu torpedieren, und diese Person hat einen Namen. Es ist Friedrich Merz, der sich entschieden hat,",1
958,18_28_11003065_1_p,"Vergessen Sie das bloß nicht. Ihren Koalitionsvertrag haben Sie vollmundig mit ""Deutschlands Zukunft formen"" betitelt. Doch nun steht die Probe Ihrer Fähigkeiten an, wie Sie tatsächlich die Zukunft dieses Landes formen werden. Es wurde bereits angemerkt, dass Ihr selbstgefälliger Stolz unübersehbar ist. Ihre Leidenschaft für die schwarze Null hat fast schon einen blind machenden Charakter, denn bekanntlich trübt Liebe oft den klaren Blick.",1
959,18_61_11004454_3_p,"Warum ignoriert Ihr Gesetzentwurf einen klaren, verbindlichen Standard für die Personalbemessung, der bundesweit die Qualität in der Pflege sichern würde? Und haben Sie bemerkt, dass der Begriff „Fachkräfte“ in Ihrem Papier fast beiläufig behandelt wird? Das ist ein Schlag ins Gesicht für all jene Pflegekräfte, die Tag für Tag unter extremen Bedingungen – beispielsweise im Dreischichtsystem – herausragende Leistungen erbringen.",1
960,18_61_11003786_2_p,"Für uns bedeutet respektvolle Pflege, dass die Personen, die Unterstützung benötigen, selbst über die Gestaltung ihres täglichen Lebens entscheiden können. Dies ist sowohl bei Menschen mit Demenz als auch bei Personen, die auf Hilfe angewiesen sind, von Bedeutung. Aus diesem Grund engagieren wir uns intensiv für die Einführung eines neuen Verständnisses von Pflege.",0
961,19_134_11004651_5,"Weil die AfD nun aber nach eigenem Rechenschaftsbericht nicht an Medienunternehmen beteiligt sein und auch nichts mit den ganzen Hilfsplakaten und Werbezeitungen zu tun haben will, wird hier die Flucht nach vorne versucht und diese Unsinnsdebatte hochgezimmert. Stattdessen sollten Sie mal lieber sagen, woher die Millionenspenden für die Plakate und Ihre schönen Wahlzeitungen kommen.",1
962,18_146_11004400_3,"Dieser Dreiklang stellt sicher, dass die Qualität der zugelassenen Medizinprodukte gewährleistet ist und dass die Patientinnen und Patienten möglichst zeitnah die Vorteile innovativer Medizinprodukte nutzen können .",0
963,19_89_11004762_2_p,"Die Motivation war von unverhohlenem Rassismus geprägt. Es scheint, dass in Deutschland auch heute noch viele Menschen diese Einstellung für korrekt halten. Ich möchte in diesem Zusammenhang die Worte eines AfD-Politikers anführen: Kolonialismus sei ein „Beweis dafür, dass die europäische weiße Rasse anderen Kulturen zivilisatorisch weit voraus war“. Solche Aussagen verdeutlichen die Notwendigkeit, sich intensiv mit diesem Thema auseinanderzusetzen und die koloniale Geschichte Deutschlands aufzuarbeiten.",0
964,17_222_11003210_1,"Wir haben es in diesen fünf Jahren nicht ganz geschafft, dieses Versprechen einzulösen. Aber nach der Muff-Ära von Kohl war es eine wirkliche Wohltat und ein Aufbruch zu mehr Bildung und mehr Wissenschaft in diesem Land.",0
965,20_71_11004732_9_p,"Es könnte das falsche Zeichen setzen, wenn wir unsere aktuelle Position beibehalten. Vielleicht sollten wir auch in Erwägung ziehen, die Vergütungssätze für Photovoltaik, den sogenannten atmenden Deckel, erneut zu erhöhen, angesichts der derzeit steigenden Kosten.",0
966,18_220_11003576_3,"Alles andere, meine Damen und Herren, ist verfassungswidrig, echt verfassungswidrig . Herr Weinberg hat hier gesagt, wir sollten einen kühlen Kopf behalten . Das tue ich, Herr Weinberg, mein Kopf wird in dieser Angelegenheit immer kühler und klarer . Ich kann Ihnen deshalb sagen: Ich habe nicht verstanden, wo jetzt eigentlich Ihr Problem ist und wo Sie noch Klärungsbedarf haben .",0
967,19_55_11004757_4,"Eine Untätigkeit kann nicht in unserem Interesse sein; denn sonst hat der amerikanisch-nigerianische Schriftsteller Cole wieder einmal recht mit seinem Ausspruch, den ich mit der Genehmigung des Präsidenten zitiere: Der weiße Retter duldet morgens brutale Politik, gründet nachmittags eine Hilfsorganisation und bekommt abends dafür eine Auszeichnung. Setzen wir dem endlich ein Ende! Wachen Sie auf, Herr Maas!",1
968,17_51_11003636_3_p,"Erlauben Sie mir, daran zu erinnern, was Gregor Gysi im April 2008 anlässlich des 60. Jahrestages der Gründung Israels geäußert hat. Er kritisierte die einseitige Unterstützung der Linken im Nahost-Konflikt und betonte die Bedeutung der Solidarität mit Israel als Teil der deutschen Staatsdoktrin.",0
969,20_91_11002735_16_p,"Nach mehr als einem Jahr der Untätigkeit rufen Sie jetzt am 10. Mai zu einem Treffen im Kanzleramt auf. Schon damals haben zahlreiche Städte und Landkreise bei Ihnen Alarm geschlagen und klar gemacht, dass ihre Kapazitätsgrenzen längst überschritten sind. Oberbürgermeister, Bürgermeister und Landräte haben über viele Wochen verzweifelt Briefe an Sie geschickt, doch aus Ihrem Büro kommt nichts als ohrenbetäubendes Schweigen.",1
